config_id,model_class,dataset_src,config_label,triplet,prune_rate,prune_object,prune_criterion,stage0_planes,stage1_planes,stage2_planes,deblocks_keep,shrink_keep,finetune_epochs,ckpt_status,stage0_prec,stage1_prec,stage2_prec,q_mode,q_granularity,q_object,calibrator,hardware,d_scheme,d_tactic,d_workspace_gb,latency_kind,lat_p50_ms,throughput_fps,throughput_kind,batch,ap70,n_ap_samples,ap_pipeline,ap_baseline_ref,mATE,mASE,mAOE,mAOE_ci_lo,mAOE_ci_hi,mAOE_n_tp,mAOE_basis,metric_pipeline,energy_per_frame_mj,engine_size_mb,fp16_layer_count,int8_layer_count,build_secs,eff_gmac_per_ms,nominal_gmac,ap70_by_range,is_real_measured,ap_valid,regime,ap_reuse_basis,source,exec_path,ts,onnx_path,engine_path,config_json,latency_inject_ms,cl_driving_score,cl_route_completion,notes
pyr_64-128-256_IIF,pyramid_fusion,perstage_AP_v2,c6_I_I_F,T_baseline,0.0,none,,64,128,256,1.0,1.0,,pretrained,INT8,INT8,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.0209,979.4,inv_latency,1,0.6192341752655248,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,316.9755,10.532,57.0,97.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/base_c6_I_I_F.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_64-128-256_IFI,pyramid_fusion,perstage_AP_v2,c7_I_F_I,T_baseline,0.0,none,,64,128,256,1.0,1.0,,pretrained,INT8,FP16,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.0852,921.5,inv_latency,1,0.6168883230383493,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,342.5335,8.36,36.0,118.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/base_c7_I_F_I.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""FP16"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_64-128-256_FII,pyramid_fusion,perstage_AP_v2,c8_F_I_I,T_baseline,0.0,none,,64,128,256,1.0,1.0,,pretrained,FP16,INT8,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.111,900.0,inv_latency,1,0.6210761522883733,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,354.7399,8.157,21.0,133.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/base_c8_F_I_I.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_III,pyramid_fusion,perstage_AP_v2,c_all_int8_forced,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,uniform_forced,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.9073,1101.1,inv_latency,1,0.546538799583586,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,294.6078,4.864,0.0,155.0,,,,,True,True,ablation_guardrail_off,independent_measured,forced_all_int8_baseline | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c_all_int8_forced.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util34%/mem446MiB(foreign=none);post:util34%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_IFF,pyramid_fusion,perstage_AP_v2,c3_I_F_F,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,INT8,FP16,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.0168,982.9,inv_latency,1,0.5638921042629883,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,338.6242,5.6,93.0,62.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c3_I_F_F.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util45%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_FIF,pyramid_fusion,perstage_AP_v2,c4_F_I_F,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,FP16,INT8,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.9768,987.5,inv_latency,1,0.5452070446173568,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,310.4798,5.904,79.0,76.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c4_F_I_F.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""INT8"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util45%/mem446MiB(foreign=none);post:util97%/mem446MiB]; warmup200/measure200; input=2x64x128x256; intrinsic p99 tail jitter ~1.4-2.0ms across 3 clean runs; p50 stable ~0.98 | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_FFI,pyramid_fusion,perstage_AP_v2,c5_F_F_I,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,FP16,FP16,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,1.0004,999.3,inv_latency,1,0.562312531508599,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,317.5973,5.392,58.0,97.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c5_F_F_I.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util97%/mem446MiB(foreign=none);post:util97%/mem446MiB]; warmup200/measure200; input=2x64x128x256; rebench_clean(orig contaminated by self-pipelining transient) | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_IIF,pyramid_fusion,perstage_AP_v2,c6_I_I_F,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.9492,1055.3,inv_latency,1,0.5480420163308486,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,311.4847,5.728,57.0,98.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c6_I_I_F.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_IFI,pyramid_fusion,perstage_AP_v2,c7_I_F_I,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,INT8,FP16,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.9668,1032.6,inv_latency,1,0.5648910238126537,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,319.0971,4.95,36.0,119.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c7_I_F_I.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""FP16"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_32-64-128_FII,pyramid_fusion,perstage_AP_v2,c8_F_I_I,T_prune50p,0.5,channel,l1_norm,32,64,128,1.0,1.0,23.0,pruned_finetuned,FP16,INT8,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.9654,1008.4,inv_latency,1,0.5464489382722364,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,292.2861,5.336,22.0,133.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned50_c8_F_I_I.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_III,pyramid_fusion,perstage_AP_v2,global_int8_automix,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,auto,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.6124,1562.4,inv_latency,1,0.5236363916625001,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,0.261503,0.140011,0.086314,0.083854,0.088785,25812.0,measured,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",202.6822,4.441,,,,,,"{""near"": 0.6046, ""mid"": 0.4947, ""r50_60"": 0.4173, ""r60_80"": 0.4203, ""r80plus"": 0.4105, ""far50plus"": 0.4209, ""full"": 0.5005}",True,True,front,stage_a_gold_exact_reuse,reuse:stage_a_ap_real(reference_only) | m4_9_bench_perstage_v2;stage_a_xref;TRT-auto-uniform;CUDA-Event;collab2_shape,quant_config_mixed,,,models/stage_a_cache/pruned75_int8.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,"latency: body_subnet_collab2; idle_gpu[phys6;baseline util0%/mem4MiB;foreign=none(200/200)]; warmup200/measure200; input=2x64x128x256; global automix = TRT-auto uniform (no per-layer constraint); engine cross-ref from stage_a_cache | energy: E5 collab2 双agent NVML 实测(frame=1) | E 距离分箱 ap70(pathE 负结果: spread 随距离收缩非放大, 远距离 AP floor) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_16-32-64_III,pyramid_fusion,perstage_AP_v2,c_all_int8_forced,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,INT8,uniform_forced,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.6963,1435.4,inv_latency,1,0.4956300840026674,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,193.6273,4.546,0.0,155.0,,,,,True,True,ablation_guardrail_off,independent_measured,forced_all_int8_baseline | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c_all_int8_forced.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_IFF,pyramid_fusion,perstage_AP_v2,c3_I_F_F,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,INT8,FP16,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.739,1343.4,inv_latency,1,0.496205293681614,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,203.8353,4.545,93.0,62.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c3_I_F_F.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_FIF,pyramid_fusion,perstage_AP_v2,c4_F_I_F,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,FP16,INT8,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.7308,1339.9,inv_latency,1,0.4972617598906306,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,204.2574,4.191,79.0,76.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c4_F_I_F.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""INT8"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util73%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_FFI,pyramid_fusion,perstage_AP_v2,c5_F_F_I,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,FP16,FP16,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.7086,1411.6,inv_latency,1,0.4963197297396902,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,198.9315,4.122,58.0,97.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c5_F_F_I.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util73%/mem446MiB(foreign=none);post:util73%/mem446MiB]; warmup200/measure200; input=2x64x128x256; rebench_clean(orig p99=1.705 outlier) | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_IIF,pyramid_fusion,perstage_AP_v2,c6_I_I_F,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,INT8,INT8,FP16,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.7219,1384.8,inv_latency,1,0.4957791877569677,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,198.4913,4.53,57.0,98.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c6_I_I_F.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_IFI,pyramid_fusion,perstage_AP_v2,c7_I_F_I,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,INT8,FP16,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.7196,1378.3,inv_latency,1,0.4932405226759534,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,189.3683,4.575,36.0,119.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c7_I_F_I.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""FP16"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
pyr_16-32-64_FII,pyramid_fusion,perstage_AP_v2,c8_F_I_I,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,23.0,pruned_finetuned,FP16,INT8,INT8,per_stage_mixed,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,body_subnet_collab2,0.7096,1408.0,inv_latency,1,0.4966171143590315,1789.0,DAIR_val_1789_TRT,forced_all_int8_same_pipeline,,,,,,,,,203.4248,4.115,22.0,133.0,,,,,True,True,ablation_perstage_dominated,independent_measured,real_mixed_engine | m4_9_bench_perstage_v2;CUDA-Event;collab2_shape,quant_config_mixed,,,models/perstage_quant_ap_cache_v2/pruned75_c8_F_I_I.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,latency: body_subnet_collab2; idle_gpu[phys6;baseline:util0%/mem4MiB;pre:util0%/mem446MiB(foreign=none);post:util0%/mem446MiB]; warmup200/measure200; input=2x64x128x256; nan | energy: E5 collab2 双agent NVML 实测(frame=1)
