config_id,model_class,dataset_src,config_label,triplet,prune_rate,prune_object,prune_criterion,stage0_planes,stage1_planes,stage2_planes,deblocks_keep,shrink_keep,params_total,finetune_epochs,ckpt_status,stage0_prec,stage1_prec,stage2_prec,q_mode,q_granularity,q_object,calibrator,hardware,d_scheme,d_tactic,d_workspace_gb,latency_kind,lat_p50_ms,lat_p99_ms,lat_mean_ms,throughput_fps,throughput_kind,batch,ap30,ap50,ap70,n_ap_samples,ap_pipeline,ap_baseline_ref,delta_ap50_vs_baseline,mATE,mASE,mAOE,mAOE_ci_lo,mAOE_ci_hi,mAOE_n_tp,mAOE_basis,metric_pipeline,mean_power_w,energy_per_frame_mj,perf_per_watt_fps_per_w,engine_size_mb,fp16_layer_count,int8_layer_count,build_secs,eff_gmac_per_ms,nominal_gmac,ap70_by_range,is_real_measured,ap_valid,regime,ap_reuse_basis,source,exec_path,ts,onnx_path,engine_path,config_json,latency_inject_ms,latency_ms_source,isolation,sim_route_id,sim_arm,sim_route_set,n_repeat,rsu_enabled,cl_driving_score,cl_route_completion,cl_infraction_penalty,cl_collision_ped,cl_collision_veh,cl_collision_layout,cl_red_light,cl_outside_lanes,cl_zoh_age_mean,cl_delta_frames,cl_zoh_held_frac,cl_audit_frames,cl_duration_system_s,cl_route_length_m,cl_status,notes
pyr_64-128-256_FP32_b1_E4,pyramid_fusion,E4_energy_v1,T1_base_FP32_b1,T1_base,0.0,none,,64,128,256,1.0,1.0,,,pretrained,FP32,FP32,FP32,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,2.2999,,,432.3,inv_latency,1,0.8327,0.7909,0.6312,1789.0,DAIR_val_1789 (P2 FP32 真测 canonical),,,,,,,,,,,441.52,1015.457,0.98,25.524,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,T1_base_fp32.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP32"", ""FP32"", ""FP32""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 无法补(core 无此 exact 配置: FP32 未测 / [32,64,136]≠core[32,64,128] 异架构) | AP: P2 FP32 真测 canonical"
pyr_64-128-256_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T1_base_FP16_b1,T1_base,0.0,none,,64,128,256,1.0,1.0,,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.8202,,,1221.6,inv_latency,1,0.8331590992961461,0.7910410096521415,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",354.98,291.1643,3.44,12.54,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,T1_base_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_64-128-256_INT8_b1_E4,pyramid_fusion,E4_energy_v1,T1_base_INT8_b1,T1_base,0.0,none,,64,128,256,1.0,1.0,,,pretrained,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.4936,,,2032.2,inv_latency,1,0.8338219845153892,0.7904978982076492,0.6228087762611115,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.234118,0.131092,0.062794,0.061506,0.064046,26751.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",285.72,141.0203,7.11,8.103,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,T1_base_int8.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_48-96-192_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T2_p25_FP16_b1,T2_p25,0.25,channel,l1_norm,48,96,192,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,2.1176,,,471.3,inv_latency,1,0.8244337699817538,0.7769392127544705,0.5904723815291678,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.240892,0.133684,0.06735,0.065882,0.068862,26238.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",295.5,625.761,1.6,13.097,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p25_fp16.engine,"{""prune"": {""stage_planes"": [48, 96, 192], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_32-64-128_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T4_p50_FP16_b1,T4_p50,0.5,channel,l1_norm,32,64,128,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7086,,,1413.1,inv_latency,1,0.8182540380073546,0.7644278293218837,0.5641315043713827,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.247668,0.135564,0.069562,0.06797,0.071278,26154.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:ISS-029_pruned50_AP70_eval偏stage_a+0.009(两精度同向),AP保留stage_a",375.05,265.7654,3.77,7.967,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p50_fp16.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️ISS-029:pruned50-AP70偏gold+0.009"
pyr_16-32-64_FP16_b1_E4,pyramid_fusion,E4_energy_v1,T6_p75_FP16_b1,T6_p75,0.75,channel,l1_norm,16,32,64,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.6001,,,1669.9,inv_latency,1,0.8159088887034824,0.7566691198482532,0.5299883430444458,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",354.17,212.5289,4.72,5.828,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p75_fp16.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_32-64-128_INT8_b1_E4,pyramid_fusion,E4_energy_v1,T4_p50_INT8_b1,T4_p50,0.5,channel,l1_norm,32,64,128,1.0,1.0,,,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.5161,,,1937.1,inv_latency,1,0.8045315810078573,0.7522317874079408,0.5542279218664724,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.24696,0.135777,0.069473,0.067809,0.071243,25577.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned50-INT8_survivor_bias(n_tp-577,不可比); WARN:ISS-029_pruned50_AP70_eval偏stage_a+0.009(两精度同向),AP保留stage_a",318.06,164.1475,6.09,4.967,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:doe6,trt_engine_nvml_power,,,pruned_p50_int8.engine,"{""prune"": {""stage_planes"": [32, 64, 128], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=1(单流, throughput=1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned50-INT8幸存者偏差(n_tp-577) ⚠️ISS-029:pruned50-AP70偏gold+0.009"
pyr_64-128-256_FP16_b2_E4,pyramid_fusion,E4_energy_v1,T_baseline_FP16_b2,T_baseline,0.0,none,,64,128,256,1.0,1.0,,,pretrained,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,1.2472,,,1605.6,batched,2,0.8331590992961461,0.7910410096521415,0.6308636231895992,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.230503,0.129486,0.059815,0.058608,0.06101,26686.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",389.91,486.3066,4.12,12.587,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_064_128_256_fp16.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_64-128-256_INT8_b2_E4,pyramid_fusion,E4_energy_v1,T_baseline_INT8_b2,T_baseline,0.0,none,,64,128,256,1.0,1.0,,,pretrained,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7967,,,2513.9,batched,2,0.8338219845153892,0.7904978982076492,0.6228087762611115,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.234118,0.131092,0.062794,0.061506,0.064046,26751.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py",334.19,266.2635,7.52,8.893,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_064_128_256_int8.engine,"{""prune"": {""stage_planes"": [64, 128, 256], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""none"", ""criterion"": null}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号)"
pyr_32-64-136_FP16_b2_E4,pyramid_fusion,E4_energy_v1,T_prune50_FP16_b2,T_prune50,0.5,channel,l1_norm,32,64,136,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,1.0138,,,1976.7,batched,2,0.8270852477130309,0.7876921123503781,0.6425296366136182,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,,,,,,,,,403.29,408.8431,4.9,7.498,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_032_064_136_fp16.engine,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配)"
pyr_32-64-136_INT8_b2_E4,pyramid_fusion,E4_energy_v1,T_prune50_INT8_b2,T_prune50,0.5,channel,l1_norm,32,64,136,1.0,1.0,,,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7557,,,2652.7,batched,2,0.8299358874067211,0.787934733769357,0.6389240631774932,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,,,,,,,,,360.27,272.2606,7.36,4.784,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_032_064_136_int8.engine,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配)"
pyr_16-32-64_FP16_b2_E4,pyramid_fusion,E4_energy_v1,T_prune75_FP16_b2,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.7537,,,2661.6,batched,2,0.8159088887034824,0.7566691198482532,0.5299883430444458,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",371.23,279.7822,7.17,6.101,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_016_032_064_fp16.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_16-32-64_INT8_b2_E4,pyramid_fusion,E4_energy_v1,T_prune75_INT8_b2,T_prune75,0.75,channel,l1_norm,16,32,64,1.0,1.0,,,pruned_finetuned,INT8,INT8,INT8,uniform,per_channel_w/per_tensor_a,W+A,minmax,rtx4090,GPU,default,4.0,engine_board_energy,0.5908,,,3392.8,batched,2,0.8134181963873462,0.7536784117165765,0.5236363916625001,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes+精度 ckpt; AP 与 hw/batch/测量路径无关),,,0.261503,0.140011,0.086314,0.083854,0.088785,25812.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",333.21,196.8765,10.18,4.232,,,,,,,True,True,front,core_exact_reuse_4090,E4_energy_4090.csv:cudagraph,trt_engine_nvml_power,,,engine_016_032_064_int8.engine,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""INT8"", ""INT8"", ""INT8""], ""granularity"": ""per_channel_w/per_tensor_a"", ""object"": ""W+A"", ""calibrator"": ""minmax""}, ""hw"": {""hardware"": ""rtx4090"", ""d_scheme"": ""GPU""}}",,,,,,,,,,,,,,,,,,,,,,,,"NVML board 功率实测; engine_size 实测自磁盘; batch=2(真批处理, throughput 脱离 1/lat); AP 同配置补自 core(架构+精度 exact 匹配) | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_16-32-64_FP16_orinDLApipe_E3,pyramid_fusion,E3_orin_dla_pipe_v1,dla_xproc_016_032_064,dla_split_016_032_064,0.75,channel,l1_norm,16,32,64,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_tensor,W+A,none,orin_agx,DLA0||DLA1_xproc_pipeline,dla_fp16,2.0,dla_pipeline_e2e_single_frame,23.71,,,62.3,pipelined,1,0.8159088887034824,0.7566691198482532,0.5299883430444458,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes FP16 ckpt; AP 与 hw 无关),,,0.260239,0.138482,0.084255,0.081695,0.086757,25924.0,exact_reuse,"mAOE:DAIR_val_1789_全集(1618_TRT_collab+171_PyTorch_fallback); CI:同人口全集_bootstrap_B=1000_95%CI(ISS-024修正,共同GT); mAOE=min(|Δyaw|mod_π,π-|Δyaw|mod_π); scripts/phase2/eval_tp_errors_corrected_full.py; WARN:pruned75_AP70_eval_vs_stage_a_diff≤0.0002,AP保留gold",,,,,,,,,,,True,True,front,fp16_crossplatform_exact,E3_orin_dla_pipeline.csv:real_xproc_shm_handoff,orin_dla_xproc_pipeline,,,,"{""prune"": {""stage_planes"": [16, 32, 64], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_tensor"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""DLA0||DLA1_xproc_pipeline""}}",,,,,,,,,,,,,,,,,,,,,,,,"异构 DLA0||DLA1 跨进程流水; e2e单帧延迟=23.71ms 但 interframe=16.05ms -> throughput=62.3 QPS != 1000/lat(42.2). 真实证明吞吐解耦于延迟。; AP 同架构补自 core energy 未测(Orin 无能耗采集); engine_size 未填(DLA stage-split 引擎)。 | mATE/mASE/mAOE+CI: TP几何误差(ISS-020/024/029终核PASS,剪枝约束信号) ⚠️pruned75-AP口径差(修正后≤0.0002)"
pyr_32-64-136_FP16_orinDLApipe_E3,pyramid_fusion,E3_orin_dla_pipe_v1,dla_xproc_032_064_136,dla_split_032_064_136,0.5,channel,l1_norm,32,64,136,1.0,1.0,,,pruned_finetuned,FP16,FP16,FP16,uniform,per_tensor,W+A,none,orin_agx,DLA0||DLA1_xproc_pipeline,dla_fp16,2.0,dla_pipeline_e2e_single_frame,50.94,,,31.1,pipelined,1,0.8270852477130309,0.7876921123503781,0.6425296366136182,1789.0,DAIR_val_1789_TRT (config-matched from core: 同 planes FP16 ckpt; AP 与 hw 无关),,,,,,,,,,,,,,,,,,,,,True,True,front,fp16_crossplatform_exact,E3_orin_dla_pipeline.csv:real_xproc_shm_handoff,orin_dla_xproc_pipeline,,,,"{""prune"": {""stage_planes"": [32, 64, 136], ""deblocks_keep"": 1.0, ""shrink_keep"": 1.0, ""object"": ""channel"", ""criterion"": ""l1_norm""}, ""quant"": {""stage_prec"": [""FP16"", ""FP16"", ""FP16""], ""granularity"": ""per_tensor"", ""object"": ""W+A"", ""calibrator"": ""none""}, ""hw"": {""hardware"": ""orin_agx"", ""d_scheme"": ""DLA0||DLA1_xproc_pipeline""}}",,,,,,,,,,,,,,,,,,,,,,,,异构 DLA0||DLA1 跨进程流水; e2e单帧延迟=50.94ms 但 interframe=32.17ms -> throughput=31.1 QPS != 1000/lat(19.6). 真实证明吞吐解耦于延迟。; AP 同架构补自 core energy 未测(Orin 无能耗采集); engine_size 未填(DLA stage-split 引擎)。
